timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,FL_hip_action,FL_thigh_action,FL_calf_action,FR_hip_action,FR_thigh_action,FR_calf_action,RL_hip_action,RL_thigh_action,RL_calf_action,RR_hip_action,RR_thigh_action,RR_calf_action,FL_hip_target,FL_thigh_target,FL_calf_target,FR_hip_target,FR_thigh_target,FR_calf_target,RL_hip_target,RL_thigh_target,RL_calf_target,RR_hip_target,RR_thigh_target,RR_calf_target
0.0,0.0,0.0,0.445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.000000000000004,0.0,0.8,-1.8,0.0,0.8,-1.5,0.0,0.8,-1.5,0.0,0.8,-1.8
0.002,-7.877535963812502e-06,-4.3769106956670834e-08,0.4449403719439367,0.9999999992932928,5.252446758537585e-07,3.529634258335271e-05,1.2934715717363473e-05,-0.003938767981906251,-2.1884553478335418e-05,-0.02981402803166169,0.0005252446759774899,0.03529634259166744,0.012934715720410493,1.7152090453572795,-4.079400064841758,32.19008240821766,0.34755471888922584,-1.2111568362744816,-28.341815615919725,-0.042758307062896496,-1.037072281543545,-28.432605307751345,-2.0818317063106435,-4.01284953289935,32.00538723473951,0.0,0.8125643036312512,-1.5,0.0,0.7874356963687488,-1.784294620460936,0.0,0.7874356963687488,-1.784294620460936,0.0,0.8125643036312512,-1.5
0.004,-1.9811133537350476e-05,1.2155424758510265e-07,0.44485000519138024,0.9999999956097821,-4.97166073073913e-07,9.254785675135114e-05,-1.4665702884145767e-05,-0.005966798786768987,8.266167727088674e-05,-0.04518337627822886,-0.001020696021067192,0.05725151302372701,-0.027600484711358633,-2.4001634708701634,7.257544106412711,-9.290458074094063,-1.843373107227477,-6.692958154783117,3.216587379512955,2.317983624256284,-6.800650144686649,3.1037778430237353,2.1270559838937197,7.625213966412357,-9.323824585640791,0.0,0.8251162078117253,-1.5,0.0,0.7748837921882747,-1.7686047402353433,0.0,0.7748837921882747,-1.7686047402353433,0.0,0.8251162078117253,-1.5
0.006,-3.1453245759050336e-05,1.7587167879991258e-08,0.4447185056983084,0.9999999894977608,-2.4163690602108475e-06,0.00014457781221723244,-9.79263625165969e-06,-0.00582105611084993,-5.198353985255569e-05,-0.06574974653591864,-0.0019204170303657308,0.05202992525764177,0.004872914773081542,0.2630629840832141,1.87747046998611,4.071007465895589,0.29255321608897494,-2.1814905382155643,-5.753484621759142,-0.2607053605891145,-2.0214194531396794,-5.726765976420257,-0.4916944899621197,1.7868042833706421,4.124575999554761,0.0,0.8376433253274057,-1.5,0.0,0.7623566746725943,-1.752945843340743,0.0,0.7623566746725943,-1.752945843340743,0.0,0.8376433253274057,-1.5
0.008,-4.261618380172457e-05,1.8592441171523302e-08,0.44454966201243085,0.999999981206103,-9.494953484358419e-07,0.00019369114122996637,-8.40439024710314e-06,-0.0055814690213371165,5.026366457660226e-07,-0.08442184293877124,0.001466192018387989,0.049113340725547655,0.0013885766626595681,0.012538863570400223,3.202720097404498,-0.56426554799561,0.1748272521448118,-2.7978235526460637,-2.17136293882772,-0.10990444905705396,-2.7630835000514327,-2.1429892830144226,-0.015513689205729764,3.1249886501902067,-0.5677755730928218,0.0,0.8501332934257217,-1.5,0.0,0.7498667065742783,-1.737333383217848,0.0,0.7498667065742783,-1.737333383217848,0.0,0.8501332934257217,-1.5
0.01,-5.286470241371008e-05,2.4914573352981136e-09,0.44434246075993145,0.9999999716602694,-8.68153661002359e-07,0.00023800229496035618,-5.7977533213213e-06,-0.005124259305992756,-8.050491918112593e-06,-0.10360062624970716,8.046438615827759e-05,0.04431115296974248,0.0026066946258206684,0.14508325315704335,2.7912168620260633,0.4893852937546275,0.22543023037311694,-2.4236107164636485,-2.8316423087485525,-0.2674471126939805,-2.4152843749571824,-2.809935276881621,-0.12301486153026522,2.7388207449092756,0.4908892174374352,0.0,0.8625737860160924,-1.5,0.0,0.7374262139839077,-1.7217827674798847,0.0,0.7374262139839077,-1.7217827674798847,0.0,0.8625737860160924,-1.5
0.012,-6.230238491481633e-05,-3.1232881656284015e-09,0.44409679569032867,0.9999999611443111,-9.327592222116802e-07,0.00027873725234490944,-4.006243737238182e-06,-0.00471884125055312,-2.8073727504632576e-06,-0.12283253480138835,-6.526812315289535e-05,0.0407349568143724,0.0017915294607702549,0.10851668831894323,2.9367560052453774,0.42959589956773553,0.15731250531704183,-2.6105215646283684,-2.156495488724314,-0.18815611061358078,-2.6292060512806463,-2.1370541066494724,-0.09231256315008234,2.9057233648490612,0.431076316085001,0.0,0.8749525258342898,-1.5,0.0,0.7250474741657102,-1.7063093427071376,0.0,0.7250474741657102,-1.7063093427071376,0.0,0.8749525258342898,-1.5
0.014,-7.089732054606355e-05,-1.5947258758055286e-08,0.443812919820754,0.9999999502096214,-1.579189039446614e-06,0.00031554998419025456,-2.5431872131212474e-06,-0.00429746781562361,-6.411985296213442e-06,-0.14193793478735084,-0.0006469850915952603,0.03681272951676189,0.0014629105771369086,0.0802019065782819,3.0807749530132753,0.3860084798863195,0.1237159378531407,-2.6929253225840686,-1.984168199337363,-0.18436383012654797,-2.716852168889279,-1.970950251272292,-0.06659616202702899,3.055061322085857,0.387710285920465,0.0,0.8872572965586171,-1.5,0.0,0.712742703441383,-1.6909283793017287,0.0,0.712742703441383,-1.6909283793017287,0.0,0.8872572965586171,-1.5
0.016,-7.862892348349564e-05,-2.94650081253034e-08,0.44349065010268174,0.9999999393302136,-2.4102547050472013e-06,0.0003483271760182921,-1.392053500551003e-06,-0.0038658014687160437,-6.758874683624057e-06,-0.16113485903612507,-0.0008315122403112646,0.032777189703512455,0.0011509231464173959,0.05959084024711005,3.2200698172157347,0.3540655259600207,0.0942188613993144,-2.8470376332365355,-1.6630129173897146,-0.1623895676357773,-2.876046881553881,-1.6468070347060557,-0.04747196828456435,3.194587295388513,0.35576355614986177,0.0,0.8994759548659419,-1.5,0.0,0.7005240451340581,-1.6756550564175727,0.0,0.7005240451340581,-1.6756550564175727,0.0,0.8994759548659419,-1.5
0.018000000000000002,-8.552968186611159e-05,-4.0439885205524164e-08,0.44312998794110997,0.9999999288566995,-3.0810275035614267e-06,0.000377196161885032,-3.9751936283878956e-07,-0.0034503791913079737,-5.487438540110381e-06,-0.1803310807858923,-0.0006711593935962829,0.02886898443665891,0.000994369996147067,0.05173790220796698,3.3570593142019156,0.33048528048581916,0.08496996750033167,-2.9850217551077414,-1.407609879463827,-0.15095047860603353,-3.013454362580335,-1.3937153931386472,-0.03283803840179581,3.330945542082592,0.33216505807596164,0.0,0.9115964424156918,-1.5,0.0,0.6884035575843084,-1.6605044469803854,0.0,0.6884035575843084,-1.6605044469803854,0.0,0.9115964424156918,-1.5
